week,meanRt,lowerRt,upperRt,totalIterations,runTime,reportedWeeklyI,weeklyI,trueR,M
7,2.5014159581743978,1.750258381070586,3.437724538308541,11346.0,0.200592593,30.0,86.0,1.7154244042700817,122.0
8,4.508872289620128,3.7245602950389927,5.4583621531809,46262.0,0.849501314,94.0,306.0,3.9757792316997858,122.0
9,0.04931070816273765,0.005461129018224353,0.13719378871814086,15111.0,0.30511783,1.0,5.0,0.0339964923734601,122.0
10,2.1110460344850206,1.7738752236651556,2.5100447182914483,35105.0,0.593180222,89.0,269.0,2.1706514394023997,122.0
11,2.2107858662288775,1.7698984728572948,2.5672072760034,47901.0,0.89122543,120.0,415.0,2.2007870479056946,122.0
1,NaN,NaN,NaN,0.0,0.0,1.0,3.0,4.46197058832338,101.0
2,4.195730176058445,0.6876531625241604,8.910342027858992,1046.0,0.012975499,2.0,4.0,3.530336531115912,101.0
3,2.380454244922711,0.5998213410250265,6.202836127474921,729.0,0.008010574,2.0,11.0,3.2045217070750347,101.0
4,10.675442843869785,7.136203963397577,15.5307137119723,46295.0,0.568175648,29.0,78.0,9.542264492377438,101.0
5,1.659916812050599,1.050875321501463,2.4696631756719194,5681.0,0.089128839,15.0,31.0,1.2213602724483892,101.0
6,1.4149504621485802,0.971957160894071,1.9309563620010848,8953.0,0.124612044,22.0,52.0,1.5785461331978579,101.0
7,1.878994639524095,1.3797640313663928,2.57657437854039,13084.0,0.225231001,36.0,86.0,1.7154244042700817,101.0
8,4.425750993612525,3.6508603678644795,5.363781749176603,46890.0,0.86670032,131.0,306.0,3.9757792316997858,101.0
9,0.09665164964991475,0.03439217719465356,0.1956738522872527,16640.0,0.320597105,4.0,5.0,0.0339964923734601,101.0
10,1.926560592376601,1.6166864296486718,2.295738852807691,32444.0,0.554893899,113.0,269.0,2.1706514394023997,101.0
11,2.313792289872874,1.9997288442512475,2.833466911417468,60862.0,1.08318487,168.0,415.0,2.2007870479056946,101.0
1,NaN,NaN,NaN,0.0,0.0,2.0,3.0,4.46197058832338,121.0
2,2.148242047889124,0.37358832094107897,5.545940065029297,605.0,0.011173174,1.0,4.0,3.530336531115912,121.0
3,4.640495547002369,2.150974883811663,8.233139957986698,3368.0,0.035520599,6.0,11.0,3.2045217070750347,121.0
4,8.354049900885773,5.500049358260625,10.84535173455433,36105.0,0.450212932,33.0,78.0,9.542264492377438,121.0
5,1.3282004197771555,0.823504928713203,1.9765177277640769,6360.0,0.110078978,15.0,31.0,1.2213602724483892,121.0
6,1.407599824959339,0.9016863008277504,2.095448256376698,9061.0,0.128028797,23.0,52.0,1.5785461331978579,121.0
7,1.995089294382235,1.4453621877186862,2.581966373559636,16087.0,0.275428348,42.0,86.0,1.7154244042700817,121.0
8,4.903343062715511,4.214850806802177,5.785751676095846,85908.0,1.588121965,166.0,306.0,3.9757792316997858,121.0
9,0.055194150585738136,0.020370146533600995,0.12839847536772936,23874.0,0.445243978,3.0,5.0,0.0339964923734601,121.0
10,1.8923044549330426,1.6009468897651313,2.1918446456383256,53428.0,0.926868216,136.0,269.0,2.1706514394023997,121.0
11,2.1477140776688946,1.79365567791442,2.48153071903056,85600.0,1.513144173,190.0,415.0,2.2007870479056946,121.0
1,NaN,NaN,NaN,0.0,0.0,2.0,3.0,4.46197058832338,93.0
2,2.0570391876916108,0.20980328835097775,5.864261699007375,408.0,0.007958528,1.0,4.0,3.530336531115912,93.0
3,5.93991746960653,3.035340793439941,9.082013602337229,4640.0,0.049670664,9.0,11.0,3.2045217070750347,93.0
4,8.681878010385882,6.337476029561164,11.312855727350517,34282.0,0.441759604,44.0,78.0,9.542264492377438,93.0
5,1.2641195087853154,0.7978383264714417,1.8481049353862855,6821.0,0.084735468,20.0,31.0,1.2213602724483892,93.0
6,1.4568645421599888,0.9853145741503426,1.957326587279932,11765.0,0.189448578,35.0,52.0,1.5785461331978579,93.0
7,1.6782481423154734,1.2627292721355123,2.1430180699276007,14113.0,0.238927547,48.0,86.0,1.7154244042700817,93.0
8,4.485390721440497,3.766185412113369,5.15971453804576,65663.0,1.236396074,193.0,306.0,3.9757792316997858,93.0
9,0.054657270304750996,0.025603899126093482,0.10917563396651324,23600.0,0.442561746,4.0,5.0,0.0339964923734601,93.0
10,1.8244132715359531,1.5034818738271007,2.0608488988122375,46559.0,0.802244596,151.0,269.0,2.1706514394023997,93.0
11,2.4708460595866213,2.163453433325156,2.757675995480254,82861.0,1.464448845,254.0,415.0,2.2007870479056946,93.0
1,NaN,NaN,NaN,0.0,0.0,1.0,3.0,4.46197058832338,111.0
2,6.335109850047242,2.0689549630146207,12.32982961352025,3459.0,0.036409094,4.0,4.0,3.530336531115912,111.0
3,4.771939511025894,2.4623821815788887,8.452337027299432,3682.0,0.039263375,9.0,11.0,3.2045217070750347,111.0
4,7.750369309886185,5.668341190866094,10.16478947996053,41837.0,0.539067227,47.0,78.0,9.542264492377438,111.0
5,1.1200812683299888,0.6772571760030969,1.6765173764860086,7925.0,0.098252743,19.0,31.0,1.2213602724483892,111.0
6,1.462783648084975,1.1013172205216535,1.99972713779237,12873.0,0.200437933,35.0,52.0,1.5785461331978579,111.0
7,2.0169079712047475,1.546994602559177,2.513976717290769,16173.0,0.271481928,59.0,86.0,1.7154244042700817,111.0
8,4.098236267360122,3.6345281602289505,4.704075363460887,57119.0,1.049407901,190.0,306.0,3.9757792316997858,111.0
9,0.060510987871650296,0.017799457914071583,0.11816214536055268,28037.0,0.533990559,4.0,5.0,0.0339964923734601,111.0
10,2.226995535028474,1.9036216823759955,2.579351470898593,77714.0,1.329414065,193.0,269.0,2.1706514394023997,111.0
11,2.485310472595168,2.201342562876744,2.6951448270197593,90013.0,1.600997757,291.0,415.0,2.2007870479056946,111.0
1,NaN,NaN,NaN,0.0,0.0,2.0,3.0,4.46197058832338,114.0
2,3.72517642722276,0.9624861905019619,9.036220056422975,1390.0,0.017563406,3.0,4.0,3.530336531115912,114.0
3,4.548274512620125,2.2701555455725426,7.921235171211477,4187.0,0.044575484,9.0,11.0,3.2045217070750347,114.0
4,9.976471858542006,7.829384466798939,12.810198648860077,98024.0,1.258149743,64.0,78.0,9.542264492377438,114.0
5,1.2017412694716816,0.8207888933681821,1.6495184843645638,10437.0,0.154292876,26.0,31.0,1.2213602724483892,114.0
6,1.2459246615261033,0.8600826733245626,1.7270713944862688,16423.0,0.254001408,39.0,52.0,1.5785461331978579,114.0
7,1.9445664739864683,1.4953596067169967,2.3661773259881125,30482.0,0.540517033,73.0,86.0,1.7154244042700817,114.0
8,4.293586617343695,3.667673685617493,4.868110475289172,91097.0,1.654864243,250.0,306.0,3.9757792316997858,114.0
9,0.03804704951835283,0.01406988955698933,0.07747549233210158,41872.0,0.806989534,3.0,5.0,0.0339964923734601,114.0
10,1.9629053120566122,1.7067713634812771,2.1604946707913975,83102.0,1.435796495,217.0,269.0,2.1706514394023997,114.0
11,2.400638693816022,2.1179084144566653,2.719538695077316,107448.0,1.914753087,336.0,415.0,2.2007870479056946,114.0
1,NaN,NaN,NaN,0.0,0.0,3.0,3.0,4.46197058832338,145.0
2,2.8849869932833405,0.9413030768403118,5.236210760853143,1491.0,0.041372619,3.0,4.0,3.530336531115912,145.0
3,4.31183479403048,2.4280583982277486,7.321494763919861,6092.0,0.065524534,10.0,11.0,3.2045217070750347,145.0
4,9.408886049299978,7.266121797489184,11.644627765271775,100045.0,1.270572538,69.0,78.0,9.542264492377438,145.0
5,1.175814813883765,0.7833445346944802,1.5891691461906652,13319.0,0.185390371,28.0,31.0,1.2213602724483892,145.0
6,1.4532383855670097,1.0759126223280924,1.7942875998874803,21499.0,0.318845983,50.0,52.0,1.5785461331978579,145.0
7,1.8734060142355655,1.446681727056367,2.378306591046625,41286.0,0.738373149,79.0,86.0,1.7154244042700817,145.0
8,4.228899038352067,3.6916827826429226,4.737296758419851,153915.0,2.81164874,273.0,306.0,3.9757792316997858,145.0
9,0.035124674291032894,0.010137417839243452,0.07132602010332299,44697.0,0.837267637,3.0,5.0,0.0339964923734601,145.0
10,1.9756109310517291,1.7510231146357116,2.1919617864249794,97084.0,1.705221042,242.0,269.0,2.1706514394023997,145.0
11,2.424553368485761,2.18096541373545,2.6860552427194127,153693.0,2.733279388,373.0,415.0,2.2007870479056946,145.0
1,NaN,NaN,NaN,0.0,0.0,1.0,4.0,6.308270093108451,69.0
2,1.395218876747426,0.01628906758384388,4.475317495402195,136.0,0.003993934,0.0,2.0,2.254887755397703,69.0
3,1.5112055901115031,0.0963547934085547,5.464216013819826,129.0,0.001856523,0.0,17.0,5.9926883060784775,69.0
4,3.7406353484963746,0.6018640714976272,10.348699129958513,431.0,0.019772502,1.0,6.0,0.8076446048542215,69.0
5,11.702236032922716,6.125414652409642,17.428827625321606,37199.0,0.491492787,13.0,111.0,7.971985313477473,69.0
6,3.4646848001185546,2.0582713370018535,5.175923050486964,3294.0,0.044440798,15.0,156.0,3.8034950305783433,69.0
7,1.1955900749942374,0.6211539010501005,1.9680096003747112,3121.0,0.048317639,10.0,160.0,1.728254440098096,69.0
8,3.1456263091916092,2.4186562371612452,4.07628657960782,7667.0,0.146146059,40.0,371.0,2.934803169347816,69.0
9,3.826575468758054,3.15015625251182,4.524426107861886,18231.0,0.346606316,88.0,949.0,3.7657199352817803,69.0
10,3.905009061404215,3.380384352532678,4.465524746061804,47645.0,0.819529773,195.0,1864.0,3.5731988070312113,69.0
11,2.9696882304209207,2.6756603321069843,3.3262446510414,55955.0,0.991020101,319.0,3159.0,2.87766567813632,69.0
1,NaN,NaN,NaN,0.0,0.0,1.0,4.0,6.308270093108451,34.0
2,2.803307424335799,0.5340399763382047,5.792585701540779,127.0,0.002499705,1.0,2.0,2.254887755397703,34.0
3,1.706770177516755,0.30878035006499005,3.9698311855070534,137.0,0.001553661,1.0,17.0,5.9926883060784775,34.0
4,2.572809436211692,0.46632641521532586,6.343866860435038,223.0,0.002404629,2.0,6.0,0.8076446048542215,34.0
5,10.683230372044456,6.434852112314427,14.991581528092578,14173.0,0.186206032,25.0,111.0,7.971985313477473,34.0
6,3.2714057239591074,2.4154290532570863,4.527832894950403,2849.0,0.038158348,30.0,156.0,3.8034950305783433,34.0
7,2.206193548408596,1.5807961787799343,2.9139919600711166,2979.0,0.04575177,42.0,160.0,1.728254440098096,34.0
8,2.2627370560270164,1.6763014034927082,2.7543216247036684,6182.0,0.129902847,69.0,371.0,2.934803169347816,34.0
9,3.6922119220067073,3.2929612862155277,4.174612382179953,23696.0,0.439931515,189.0,949.0,3.7657199352817803,34.0
10,3.50313614793168,3.175109291433451,3.9852318650068157,44328.0,0.765831143,371.0,1864.0,3.5731988070312113,34.0
11,2.9180437395497107,2.742596678289436,3.102562817457221,57364.0,0.996365886,618.0,3159.0,2.87766567813632,34.0
1,NaN,NaN,NaN,0.0,0.0,1.0,4.0,6.308270093108451,35.0
2,2.6784789025531883,0.4087534727900344,8.4391537033239,150.0,0.002734385,1.0,2.0,2.254887755397703,35.0
3,5.284704323738794,2.265431105885113,9.59503145077431,833.0,0.008063393,5.0,17.0,5.9926883060784775,35.0
4,0.9635611863342807,0.14548432457686716,2.306879155961479,236.0,0.00265343,1.0,6.0,0.8076446048542215,35.0
5,7.9616748085437665,5.43237159730299,10.787007379766056,11260.0,0.151186897,29.0,111.0,7.971985313477473,35.0
6,4.174437224246146,3.4435070328502757,5.153329571719428,6222.0,0.084366918,50.0,156.0,3.8034950305783433,35.0
7,1.5573132049401346,1.2130916868776833,1.929048503505151,5777.0,0.113113332,41.0,160.0,1.728254440098096,35.0
8,2.4618526308771114,1.9961354932995303,2.970145125975518,10122.0,0.190960689,94.0,371.0,2.934803169347816,35.0
9,4.205530170432571,3.8178793141211407,4.482859518516993,38259.0,0.718779489,285.0,949.0,3.7657199352817803,35.0
10,3.7984718378858466,3.52333514382848,4.018913628607123,78561.0,1.366307687,566.0,1864.0,3.5731988070312113,35.0
11,2.9978657467552683,2.80328554284327,3.1375189963965973,99049.0,1.740990614,961.0,3159.0,2.87766567813632,35.0
1,NaN,NaN,NaN,0.0,0.0,2.0,4.0,6.308270093108451,24.0
2,2.713199385740347,0.9895312440468974,5.362555020062104,159.0,0.00257026,2.0,2.0,2.254887755397703,24.0
3,3.2478308859955405,1.3311025371157053,6.009149828597984,336.0,0.003220176,4.0,17.0,5.9926883060784775,24.0
4,1.5236293977859665,0.44419896169511014,2.7716163120186335,245.0,0.002618092,3.0,6.0,0.8076446048542215,24.0
5,8.043769876080928,6.64841140598168,9.742862132818617,8750.0,0.121014877,38.0,111.0,7.971985313477473,24.0
6,4.766672010082181,3.987499031140062,5.755158419254103,5787.0,0.080275781,76.0,156.0,3.8034950305783433,24.0
7,1.7322873650162904,1.363039133387127,2.24180613920705,3351.0,0.078124647,65.0,160.0,1.728254440098096,24.0
8,2.842018478752682,2.4921247684590258,3.133937087469925,16446.0,0.294546561,167.0,371.0,2.934803169347816,24.0
9,3.5714511171261134,3.2546885359923765,3.9275528792231094,29996.0,0.575817186,384.0,949.0,3.7657199352817803,24.0
10,3.3590996568621576,3.200825438951844,3.5604283037009696,48822.0,0.826039474,731.0,1864.0,3.5731988070312113,24.0
11,2.94988464833291,2.809116174082871,3.1132449222607232,125401.0,2.227408543,1284.0,3159.0,2.87766567813632,24.0
1,NaN,NaN,NaN,0.0,0.0,2.0,4.0,6.308270093108451,24.0
2,1.870226946698475,0.2837339783753611,4.395676560203793,75.0,0.001883265,1.0,2.0,2.254887755397703,24.0
3,6.60986093352249,4.182304962298603,11.260795220962699,1787.0,0.018126644,10.0,17.0,5.9926883060784775,24.0
4,1.0823786298066735,0.39043919736126487,1.7913036540474352,448.0,0.004622531,3.0,6.0,0.8076446048542215,24.0
5,8.181596280170144,6.278727388824507,10.273335614641613,11332.0,0.154646482,58.0,111.0,7.971985313477473,24.0
6,2.975702258465818,2.4952370674430804,3.836095286178142,4216.0,0.058247826,67.0,156.0,3.8034950305783433,24.0
7,1.8463866316357882,1.6506095660945237,2.2039545081329805,6803.0,0.104334184,81.0,160.0,1.728254440098096,24.0
8,2.739317852601705,2.223221729147241,3.121646342102954,11347.0,0.207903968,180.0,371.0,2.934803169347816,24.0
9,4.110462931337277,3.7183239342139123,4.574070901119694,40522.0,0.770384991,494.0,949.0,3.7657199352817803,24.0
10,3.5042913617246847,3.2108886406899977,3.746538082299731,86403.0,1.500835672,942.0,1864.0,3.5731988070312113,24.0
11,2.9224411683416025,2.790075559500496,3.0608835232904803,139886.0,2.488829575,1580.0,3159.0,2.87766567813632,24.0
1,NaN,NaN,NaN,0.0,0.0,4.0,4.0,6.308270093108451,29.0
2,1.87252677691326,0.5893484572319483,3.561578732683675,236.0,0.003745573,2.0,2.0,2.254887755397703,29.0
3,2.555352873064503,0.7553613658819326,4.914805569901078,506.0,0.0049543,5.0,17.0,5.9926883060784775,29.0
4,1.2578199522789992,0.5513942070711898,2.671632178538223,411.0,0.004264943,3.0,6.0,0.8076446048542215,29.0
5,10.81392522692195,8.53845680837455,13.202209856777596,20238.0,0.264236564,61.0,111.0,7.971985313477473,29.0
6,3.9858021289943224,3.3391776707303844,4.461095770985584,9071.0,0.146143551,92.0,156.0,3.8034950305783433,29.0
7,1.6694796552081466,1.3329936713210124,1.913271430584794,8849.0,0.135675961,85.0,160.0,1.728254440098096,29.0
8,2.850959688819482,2.5556223604796813,3.0986933760659983,21866.0,0.41160544,225.0,371.0,2.934803169347816,29.0
9,3.968885993445342,3.7422442096675224,4.2674135841739504,46191.0,0.898037458,563.0,949.0,3.7657199352817803,29.0
10,3.5256969222357277,3.31727156213377,3.730163068558436,88547.0,1.508590695,1096.0,1864.0,3.5731988070312113,29.0
11,3.021577927317128,2.8793128510727057,3.1365195558541967,175310.0,3.096127749,1922.0,3159.0,2.87766567813632,29.0
1,NaN,NaN,NaN,0.0,0.0,3.0,4.0,6.308270093108451,30.0
2,2.570884392849366,1.118259351207929,4.650479989417716,258.0,0.003870644,2.0,2.0,2.254887755397703,30.0
3,6.318342015911588,3.7102909527139896,10.378823134547831,2138.0,0.021724678,14.0,17.0,5.9926883060784775,30.0
4,0.9700799514632641,0.4049516824625662,1.6651253794929919,745.0,0.00813463,5.0,6.0,0.8076446048542215,30.0
5,7.278201843860586,5.854825740631306,8.810413773009634,16981.0,0.224640484,72.0,111.0,7.971985313477473,30.0
6,3.647833563623078,2.902755990512674,4.1621622687653055,10884.0,0.168912481,112.0,156.0,3.8034950305783433,30.0
7,1.7120127703627446,1.4021431233088577,2.0351293741520142,10613.0,0.185555115,106.0,160.0,1.728254440098096,30.0
8,2.6701311104127616,2.3020242992146813,3.0008477950448365,24329.0,0.439515444,248.0,371.0,2.934803169347816,30.0
9,4.15237769975525,3.9630344756557836,4.430755699898483,62913.0,1.185549249,695.0,949.0,3.7657199352817803,30.0
10,3.488779766492676,3.317582299001522,3.6864217810671085,132950.0,2.275824615,1300.0,1864.0,3.5731988070312113,30.0
11,2.926646090558317,2.8194445729309705,3.041677846982591,236997.0,4.2113012,2227.0,3159.0,2.87766567813632,30.0
1,NaN,NaN,NaN,0.0,0.0,4.0,4.0,6.308270093108451,23.0
2,1.0817873286445567,0.29493517756265264,2.911951894163131,190.0,0.00302411,1.0,2.0,2.254887755397703,23.0
3,6.402256206269389,4.127440838174238,9.247545350307597,2341.0,0.02464629,15.0,17.0,5.9926883060784775,23.0
4,0.6848205877247565,0.21896575157812107,1.1286783194004522,530.0,0.005510688,3.0,6.0,0.8076446048542215,23.0
5,8.52006032291228,6.428931823481396,10.645356255769059,12942.0,0.176787019,85.0,111.0,7.971985313477473,23.0
6,3.7568204563883962,2.9895229907299674,4.566638582283804,13428.0,0.203450593,126.0,156.0,3.8034950305783433,23.0
7,1.8972825803806104,1.6605795625643107,2.2156808227130886,13140.0,0.224841366,138.0,160.0,1.728254440098096,23.0
8,2.6974759966102324,2.416501319899356,2.961933839636733,17491.0,0.314176847,297.0,371.0,2.934803169347816,23.0
9,3.73302357792429,3.4618096886555123,3.930725778096118,53966.0,1.03869081,736.0,949.0,3.7657199352817803,23.0
10,3.604741727153646,3.444874400463163,3.7325928546981872,87832.0,1.530718206,1497.0,1864.0,3.5731988070312113,23.0
11,2.9863779141954723,2.9035136400255337,3.0601584190486144,275911.0,4.887681012,2563.0,3159.0,2.87766567813632,23.0
1,NaN,NaN,NaN,0.0,0.0,3.0,4.0,6.308270093108451,35.0
2,2.0298981675065644,0.44845817143450284,4.225511084400564,294.0,0.004462665,2.0,2.0,2.254887755397703,35.0
3,6.782424026902443,4.575543185038828,9.87098968984144,4097.0,0.043212462,17.0,17.0,5.9926883060784775,35.0
4,0.7776975354132508,0.22728009367504928,1.4198263909484279,731.0,0.00810843,4.0,6.0,0.8076446048542215,35.0
5,8.900105544970424,7.39368658651578,10.661538466120874,36190.0,0.495525363,101.0,111.0,7.971985313477473,35.0
6,3.6012335225765932,3.213162606634234,4.12891062719919,17489.0,0.270845295,141.0,156.0,3.8034950305783433,35.0
7,1.7372956685791654,1.4701838281319364,2.0599734785146353,17199.0,0.312967484,141.0,160.0,1.728254440098096,35.0
8,2.7110246284585653,2.419509656098274,3.041240668306663,30670.0,0.545562965,336.0,371.0,2.934803169347816,35.0
9,3.7868476375936537,3.4986088523174392,4.021259273813205,118150.0,2.265361188,836.0,949.0,3.7657199352817803,35.0
10,3.6393931665300796,3.478665934114463,3.830380491002797,162261.0,2.782812298,1705.0,1864.0,3.5731988070312113,35.0
11,2.9131113335396845,2.8088645503584573,3.0286315745725347,290305.0,5.13637942,2829.0,3159.0,2.87766567813632,35.0
1,NaN,NaN,NaN,0.0,0.0,1.0,5.0,10.106067409724847,504.0
2,4.3118947428502015,0.8798132913315662,9.940746217391526,4862.0,0.071271046,2.0,30.0,12.460155824254933,504.0
3,7.674307314775207,4.291763089252884,13.31766115832269,52320.0,0.634975064,12.0,102.0,7.966437531734,504.0
4,0.653911154445331,0.10077511806900591,1.5163647221909877,7900.0,0.116746084,2.0,26.0,0.6508435312516444,504.0
5,0.20201974097423303,0.0036547676785223023,0.7435363951314194,7681.0,0.105708358,0.0,33.0,0.6965992028821391,504.0
6,0.7964661434704815,0.16961780634545498,2.000785179583418,7231.0,0.133507297,2.0,19.0,0.399021887875359,504.0
7,2.924322682858303,1.3270497446576863,5.059540403377681,14208.0,0.248009509,8.0,69.0,1.9442652471592008,504.0
8,1.617197078205454,0.6185826938811076,3.218323957141059,11895.0,0.225688913,6.0,82.0,2.045662923043848,504.0
9,0.17489948137117517,0.00537973177773074,0.6284144041967149,7648.0,0.157456617,0.0,11.0,0.23465899465601955,504.0
10,1.1934790871639016,0.4064749825678925,2.5499708828615084,9062.0,0.150929229,4.0,57.0,0.9988617419541863,504.0
11,1.0974091355623763,0.29201285092479257,2.398479063842603,8099.0,0.151826484,3.0,28.0,0.7643498773672868,504.0
1,NaN,NaN,NaN,0.0,0.0,3.0,5.0,10.106067409724847,524.0
2,4.911562462104964,1.9879592002760953,9.291997397031416,13962.0,0.180425644,6.0,30.0,12.460155824254933,524.0
3,3.721260656121226,1.972481154557013,5.979063915316308,21497.0,0.267641631,12.0,102.0,7.966437531734,524.0
4,0.4711115887083276,0.11181312126463958,1.1325755072177999,10889.0,0.137968942,2.0,26.0,0.6508435312516444,524.0
5,0.9196200996687623,0.3058800794473542,1.794552590235535,15198.0,0.221612375,5.0,33.0,0.6965992028821391,524.0
6,0.8778625138478698,0.2740569128954217,1.8939222536814606,11449.0,0.188465583,4.0,19.0,0.399021887875359,524.0
7,2.3855633378767003,1.2963670915960779,3.900568826472443,21825.0,0.399892494,12.0,69.0,1.9442652471592008,524.0
8,2.3673967725133633,1.5029455194769628,3.512512274175032,29933.0,0.540516366,17.0,82.0,2.045662923043848,524.0
9,0.1862847923506354,0.02278003074072738,0.48286543252392733,17679.0,0.348305277,1.0,11.0,0.23465899465601955,524.0
10,0.8678345977896184,0.3757687898046039,1.5234719643787664,20397.0,0.350972891,7.0,57.0,0.9988617419541863,524.0
11,0.7901449507197295,0.29610771590939555,1.4884786935552272,15619.0,0.298614036,5.0,28.0,0.7643498773672868,524.0
1,NaN,NaN,NaN,0.0,0.0,1.0,5.0,10.106067409724847,185.0
2,8.83259139929102,3.7135042145291135,15.767164693387421,22381.0,0.233813531,7.0,30.0,12.460155824254933,185.0
3,7.996346466116009,5.4251398203406085,11.229865416628893,46616.0,0.557019205,28.0,102.0,7.966437531734,185.0
4,1.3428404204839246,0.7388742202345946,2.1286441774881486,10471.0,0.146602869,14.0,26.0,0.6508435312516444,185.0
5,0.8078201721726916,0.4772601836753809,1.2211589811222718,9594.0,0.14013445,12.0,33.0,0.6965992028821391,185.0
6,0.06481766414414934,0.0018884303827345493,0.1957292839847578,7151.0,0.0983921,0.0,19.0,0.399021887875359,185.0
7,2.173609888067529,1.4478339881376998,3.069439873756723,15630.0,0.268079584,24.0,69.0,1.9442652471592008,185.0
8,1.3280439096353058,0.7373618133000462,1.9542580327556542,12731.0,0.229757648,16.0,82.0,2.045662923043848,185.0
9,0.20422363496797885,0.052378141052124336,0.4127602841259249,8579.0,0.168285169,2.0,11.0,0.23465899465601955,185.0
10,1.5537564220314122,0.9950728927151179,2.337977275993247,11845.0,0.205475449,18.0,57.0,0.9988617419541863,185.0
11,0.41557280276990444,0.14014641092571545,0.7942039710321744,7404.0,0.132460709,4.0,28.0,0.7643498773672868,185.0
1,NaN,NaN,NaN,0.0,0.0,1.0,5.0,10.106067409724847,236.0
2,11.195213435806687,5.043227677838113,19.733528661857925,77660.0,0.862894763,10.0,30.0,12.460155824254933,236.0
3,8.945437457489506,6.27540453326738,12.310454185671595,96303.0,1.144041117,42.0,102.0,7.966437531734,236.0
4,0.5592274142931746,0.28895670650362754,0.8891051740922618,13429.0,0.178184404,8.0,26.0,0.6508435312516444,236.0
5,0.7400759502016214,0.3982986392708669,1.1768001953879643,20420.0,0.275030499,13.0,33.0,0.6965992028821391,236.0
6,0.5531953529332141,0.2599024930876026,0.968092413721413,13117.0,0.204662671,8.0,19.0,0.399021887875359,236.0
7,1.9632054153897476,1.3304702351664972,2.7096189121299092,19329.0,0.321490651,27.0,69.0,1.9442652471592008,236.0
8,1.5944463829246,1.0733115281842014,2.218950520610362,23683.0,0.442416158,26.0,82.0,2.045662923043848,236.0
9,0.29526367769318485,0.10617456809139146,0.5889899056127007,14107.0,0.285349921,5.0,11.0,0.23465899465601955,236.0
10,1.276506092772683,0.8366026552825252,1.9103475299843897,19607.0,0.342649328,22.0,57.0,0.9988617419541863,236.0
11,1.0236792045345078,0.6257922252671455,1.5147660057584873,17163.0,0.288896764,17.0,28.0,0.7643498773672868,236.0
1,NaN,NaN,NaN,0.0,0.0,5.0,5.0,10.106067409724847,184.0
2,4.973574744794544,2.5703838364302185,8.436530128580396,7021.0,0.092822602,10.0,30.0,12.460155824254933,184.0
3,7.8466972282445635,5.748429848943967,10.15510615318275,72758.0,0.859463988,51.0,102.0,7.966437531734,184.0
4,0.6916616086295165,0.3943139421081069,1.0870054026652904,12723.0,0.149061483,12.0,26.0,0.6508435312516444,184.0
5,0.6969421077186463,0.39928138277174197,1.053521273368177,16649.0,0.224961998,15.0,33.0,0.6965992028821391,184.0
6,0.7150446603108177,0.4172758987448259,1.1372151760669427,15083.0,0.223196172,14.0,19.0,0.399021887875359,184.0
7,1.9652030400843534,1.3682319822287612,2.747388283796541,19797.0,0.36175514,36.0,69.0,1.9442652471592008,184.0
8,1.795557388241075,1.318728877848107,2.30444056759397,27569.0,0.496341419,42.0,82.0,2.045662923043848,184.0
9,0.2324282562912064,0.08041469444804168,0.4404469956442688,17791.0,0.348259259,6.0,11.0,0.23465899465601955,184.0
10,0.8732057482082588,0.5697439399657424,1.2715058919462126,17896.0,0.294259516,22.0,57.0,0.9988617419541863,184.0
11,0.8997047046391601,0.5624415823494049,1.296352951094768,17343.0,0.314467755,19.0,28.0,0.7643498773672868,184.0
1,NaN,NaN,NaN,0.0,0.0,3.0,5.0,10.106067409724847,208.0
2,9.146771674412447,5.037433345876776,13.467660443409178,46676.0,0.54365547,16.0,30.0,12.460155824254933,208.0
3,7.644882764262429,5.8989224062270145,9.659990968055656,80984.0,0.951300375,58.0,102.0,7.966437531734,208.0
4,0.6225999855538569,0.3725065373146709,0.9508691791508722,17772.0,0.227563531,13.0,26.0,0.6508435312516444,208.0
5,0.8398298447107446,0.5130004156853256,1.208240701304996,26520.0,0.380551524,22.0,33.0,0.6965992028821391,208.0
6,0.48816137227038536,0.27700129673449636,0.7513134312704337,18279.0,0.275234964,11.0,19.0,0.399021887875359,208.0
7,2.0719748180639206,1.4388261893554148,2.826452502148613,31623.0,0.536417204,44.0,69.0,1.9442652471592008,208.0
8,1.816301705786358,1.3437734329324413,2.300107632051974,33885.0,0.625414407,49.0,82.0,2.045662923043848,208.0
9,0.26903423404791565,0.1331516431634816,0.5029424498883371,21719.0,0.420333595,8.0,11.0,0.23465899465601955,208.0
10,1.0988703786839364,0.8017229580819282,1.5139672542068867,29173.0,0.50031675,33.0,57.0,0.9988617419541863,208.0
11,0.5876424752607583,0.33446146591318515,0.9151431378941135,19678.0,0.351921403,16.0,28.0,0.7643498773672868,208.0
1,NaN,NaN,NaN,0.0,0.0,3.0,5.0,10.106067409724847,208.0
2,11.330751640391183,6.804886216227121,16.860223566846415,114383.0,1.291089976,22.0,30.0,12.460155824254933,208.0
3,7.149582628947533,5.60421099404225,9.115291721167202,92178.0,1.113504432,70.0,102.0,7.966437531734,208.0
4,0.7842682901872404,0.46614019099201,1.2114624141805392,23859.0,0.30394102,21.0,26.0,0.6508435312516444,208.0
5,0.6281900334948948,0.4071124218217897,0.9283699970201917,29329.0,0.408153239,21.0,33.0,0.6965992028821391,208.0
